1779135503,BTCUSDT,78070.64
1779135503,ETHUSDT,2189.04
1779135503,SOLUSDT,84.96
1779135513,BTCUSDT,78746.12
1779135513,ETHUSDT,2242.6
1779135513,SOLUSDT,87.45
1779135523,BTCUSDT,79085.3
1779135523,ETHUSDT,2182.79
1779135523,SOLUSDT,87.45
1779135533,BTCUSDT,79018.4
1779135533,ETHUSDT,2226.22
1779135533,SOLUSDT,86.51
1779135543,BTCUSDT,77697.79
1779135543,ETHUSDT,2219.84
1779135543,SOLUSDT,85.93
1779135546,BTCUSDT,78335.56
1779135546,ETHUSDT,2203.9
1779135546,SOLUSDT,85.81
1779135546,BTCUSDT,79305.29
1779135546,ETHUSDT,2192.11
1779135546,SOLUSDT,84.47
1779135553,BTCUSDT,79445.2
1779135553,ETHUSDT,2206.22
1779135553,SOLUSDT,86.23
1779135563,BTCUSDT,76883.16
1779135563,ETHUSDT,2161.73
1779135563,SOLUSDT,86.41
1779135573,BTCUSDT,79122.47
1779135573,ETHUSDT,2164.04
1779135573,SOLUSDT,84.41
1779135583,BTCUSDT,79834.17
1779135583,ETHUSDT,2173.61
1779135583,SOLUSDT,84.7
1779135593,BTCUSDT,77562.54
1779135593,ETHUSDT,2168.46
1779135593,SOLUSDT,87.05
1779135603,BTCUSDT,77946.56
1779135603,ETHUSDT,2160.93
1779135603,SOLUSDT,86.59
1779135606,BTCUSDT,77469.61
1779135606,ETHUSDT,2204.43
1779135606,SOLUSDT,84.98
1779135606,BTCUSDT,77586.39
1779135606,ETHUSDT,2241.08
1779135606,SOLUSDT,84.98
1779135613,BTCUSDT,79279.03
1779135613,ETHUSDT,2167.11
1779135613,SOLUSDT,87.64
1779135623,BTCUSDT,79847.41
1779135623,ETHUSDT,2197.78
1779135623,SOLUSDT,84.87
1779135633,BTCUSDT,79250.22
1779135633,ETHUSDT,2241.34
1779135633,SOLUSDT,85.32
1779135643,BTCUSDT,78827.8
1779135643,ETHUSDT,2168.21
1779135643,SOLUSDT,85.23
1779135653,BTCUSDT,76856.49
1779135653,ETHUSDT,2157.19
1779135653,SOLUSDT,85.3
1779135664,BTCUSDT,79250.78
1779135664,ETHUSDT,2181.25
1779135664,SOLUSDT,87.14
1779135666,BTCUSDT,78519.68
1779135666,ETHUSDT,2185.18
1779135666,SOLUSDT,85.05
1779135666,BTCUSDT,79253.14
1779135666,ETHUSDT,2221.3
1779135666,SOLUSDT,86.2
1779135674,BTCUSDT,78450.54
1779135674,ETHUSDT,2205.54
1779135674,SOLUSDT,85.18
1779135684,BTCUSDT,78844.97
1779135684,ETHUSDT,2239.43
1779135684,SOLUSDT,86.84
1779135694,BTCUSDT,79441.82
1779135694,ETHUSDT,2161.25
1779135694,SOLUSDT,85.92
1779135704,BTCUSDT,78135.86
1779135704,ETHUSDT,2194.84
1779135704,SOLUSDT,85.22
1779135714,BTCUSDT,78258.82
1779135714,ETHUSDT,2220.19
1779135714,SOLUSDT,87.52
1779135724,BTCUSDT,79787.6
1779135724,ETHUSDT,2227.57
1779135724,SOLUSDT,84.7
1779135726,BTCUSDT,76879.45
1779135726,ETHUSDT,2200.59
1779135726,SOLUSDT,85.34
1779135726,BTCUSDT,77415.51
1779135726,ETHUSDT,2236.77
1779135726,SOLUSDT,85.11
1779135734,BTCUSDT,78261.44
1779135734,ETHUSDT,2178.95
1779135734,SOLUSDT,85.22
1779135744,BTCUSDT,77336.74
1779135744,ETHUSDT,2201.99
1779135744,SOLUSDT,86.61
1779135754,BTCUSDT,77363.97
1779135754,ETHUSDT,2183.22
1779135754,SOLUSDT,85.27
1779135764,BTCUSDT,78120.82
1779135764,ETHUSDT,2162.48
1779135764,SOLUSDT,87.12
1779135767,BTCUSDT,78778.16
1779135767,ETHUSDT,2230.24
1779135767,SOLUSDT,87.37
1779135774,BTCUSDT,78502.66
1779135774,ETHUSDT,2230.51
1779135774,SOLUSDT,86.03
1779135784,BTCUSDT,77281.51
1779135784,ETHUSDT,2203.82
1779135784,SOLUSDT,85.62
1779135786,BTCUSDT,77011.64
1779135786,ETHUSDT,2205.54
1779135786,SOLUSDT,87.23
1779135786,BTCUSDT,79408.59
1779135786,ETHUSDT,2189.16
1779135786,SOLUSDT,86.88
1779135794,BTCUSDT,79119.44
1779135794,ETHUSDT,2160.94
1779135794,SOLUSDT,85.51
1779135804,BTCUSDT,77508.59
1779135804,ETHUSDT,2199.75
1779135804,SOLUSDT,86.48
1779135814,BTCUSDT,77411.89
1779135814,ETHUSDT,2214.2
1779135814,SOLUSDT,84.91
1779135824,BTCUSDT,79728.94
1779135824,ETHUSDT,2201.73
1779135824,SOLUSDT,85.12
1779135827,BTCUSDT,77285.45
1779135827,ETHUSDT,2181.78
1779135827,SOLUSDT,84.49
1779135834,BTCUSDT,79798.95
1779135834,ETHUSDT,2218.79
1779135834,SOLUSDT,84.65
1779135844,BTCUSDT,78947.28
1779135844,ETHUSDT,2230.18
1779135844,SOLUSDT,85.48
1779135846,BTCUSDT,78371.66
1779135846,ETHUSDT,2199.97
1779135846,SOLUSDT,86.01
1779135846,BTCUSDT,78019.27
1779135846,ETHUSDT,2237.04
1779135846,SOLUSDT,86.76
1779135854,BTCUSDT,78634.23
1779135854,ETHUSDT,2223.96
1779135854,SOLUSDT,86.17
1779135864,BTCUSDT,79149.4
1779135864,ETHUSDT,2167.15
1779135864,SOLUSDT,84.92
1779135874,BTCUSDT,77280.61
1779135874,ETHUSDT,2169.19
1779135874,SOLUSDT,84.6
1779135884,BTCUSDT,78881.45
1779135884,ETHUSDT,2229.59
1779135884,SOLUSDT,84.84
1779135887,BTCUSDT,77626.53
1779135887,ETHUSDT,2188.29
1779135887,SOLUSDT,86.67
1779135894,BTCUSDT,76990.11
1779135894,ETHUSDT,2187.77
1779135894,SOLUSDT,85.57
1779135904,BTCUSDT,79371.46
1779135904,ETHUSDT,2162.88
1779135904,SOLUSDT,87.2
1779135906,BTCUSDT,79063.53
1779135906,ETHUSDT,2157.64
1779135906,SOLUSDT,87.55
1779135906,BTCUSDT,79306.4
1779135906,ETHUSDT,2226.13
1779135906,SOLUSDT,85.6
1779135914,BTCUSDT,79240.0
1779135914,ETHUSDT,2200.21
1779135914,SOLUSDT,86.25
1779135924,BTCUSDT,79133.93
1779135924,ETHUSDT,2160.27
1779135924,SOLUSDT,85.95
1779135934,BTCUSDT,78163.76
1779135934,ETHUSDT,2181.42
1779135934,SOLUSDT,85.59
1779135944,BTCUSDT,79240.68
1779135944,ETHUSDT,2172.3
1779135944,SOLUSDT,85.0
1779135947,BTCUSDT,77187.26
1779135947,ETHUSDT,2199.06
1779135948,SOLUSDT,85.21
1779135954,BTCUSDT,77372.6
1779135954,ETHUSDT,2172.21
1779135954,SOLUSDT,86.41
1779135960,BTCUSDT,77736.48
1779135960,ETHUSDT,2186.05
1779135960,SOLUSDT,87.24
1779135964,BTCUSDT,77164.0
1779135964,ETHUSDT,2197.99
1779135964,SOLUSDT,84.64
1779135966,BTCUSDT,77131.44
1779135966,ETHUSDT,2177.84
1779135966,SOLUSDT,84.6
1779135966,BTCUSDT,77775.99
1779135966,ETHUSDT,2241.0
1779135966,SOLUSDT,86.84
1779135974,BTCUSDT,78278.9
1779135974,ETHUSDT,2220.45
1779135974,SOLUSDT,84.51
1779135984,BTCUSDT,78828.27
1779135984,ETHUSDT,2177.93
1779135984,SOLUSDT,85.66
1779135994,BTCUSDT,78508.01
1779135994,ETHUSDT,2162.92
1779135994,SOLUSDT,84.67
1779136004,BTCUSDT,79892.95
1779136004,ETHUSDT,2202.93
1779136004,SOLUSDT,86.82
1779136008,BTCUSDT,77851.65
1779136008,ETHUSDT,2207.34
1779136008,SOLUSDT,86.29
1779136014,BTCUSDT,78498.78
1779136014,ETHUSDT,2231.78
1779136014,SOLUSDT,85.01
1779136020,BTCUSDT,79854.11
1779136020,ETHUSDT,2221.82
1779136020,SOLUSDT,86.91
1779136024,BTCUSDT,79864.13
1779136024,ETHUSDT,2170.03
1779136024,SOLUSDT,84.33
1779136026,BTCUSDT,77179.07
1779136026,ETHUSDT,2186.49
1779136026,SOLUSDT,85.14
1779136026,BTCUSDT,77862.36
1779136026,ETHUSDT,2179.97
1779136026,SOLUSDT,84.41
1779136034,BTCUSDT,78304.97
1779136034,ETHUSDT,2182.47
1779136034,SOLUSDT,85.28
1779136044,BTCUSDT,77121.2
1779136044,ETHUSDT,2243.65
1779136044,SOLUSDT,86.67
1779136054,BTCUSDT,79653.89
1779136054,ETHUSDT,2172.46
1779136054,SOLUSDT,87.21
